genome	base	coverage
scaffold_11136	2229	12
scaffold_11136	2230	12
scaffold_11136	2231	12
scaffold_11136	2232	12
scaffold_11136	2233	12
scaffold_11136	2234	12
scaffold_11136	2235	12
scaffold_11136	2236	12
scaffold_11136	2237	12
scaffold_11136	2238	12
scaffold_11136	2239	12
scaffold_11136	2240	12
scaffold_11136	2241	11
scaffold_11136	2242	11
scaffold_11136	2243	11
scaffold_11136	2244	11
scaffold_11136	2245	11
scaffold_11136	2246	11
scaffold_11136	2247	11
scaffold_11136	2248	11
scaffold_11136	2249	11
scaffold_11136	2250	11
scaffold_11136	2251	11
scaffold_11136	2252	11
scaffold_11136	2253	11
scaffold_11136	2254	11
scaffold_11136	2255	11
scaffold_11136	2256	11
scaffold_11136	2257	11
scaffold_11136	2258	11
scaffold_11136	2259	10
scaffold_11136	2260	9
scaffold_11136	2261	9
scaffold_11136	2262	9
scaffold_11136	2263	9
scaffold_11136	2264	9
scaffold_11136	2265	9
scaffold_11136	2266	9
scaffold_11136	2267	10
scaffold_11136	2268	10
scaffold_11136	2269	10
scaffold_11136	2270	10
scaffold_11136	2271	10
scaffold_11136	2272	10
scaffold_11136	2273	10
scaffold_11136	2274	10
scaffold_11136	2275	10
scaffold_11136	2276	10
scaffold_11136	2277	7
scaffold_11136	2278	6
scaffold_11136	2279	6
scaffold_11136	2280	6
scaffold_11136	2281	6
scaffold_11136	2282	6
scaffold_11136	2283	6
scaffold_11136	2284	6
scaffold_11136	2285	6
scaffold_11136	2286	6
scaffold_11136	2287	5
scaffold_11136	2288	7
scaffold_11136	2289	8
scaffold_11136	2290	8
scaffold_11136	2291	8
scaffold_11136	2292	8
scaffold_11136	2293	8
scaffold_11136	2294	9
scaffold_11136	2295	9
scaffold_11136	2296	9
scaffold_11136	2297	9
scaffold_11136	2298	9
scaffold_11136	2299	9
scaffold_11136	2300	9
scaffold_11136	2301	9
scaffold_11136	2302	9
scaffold_11136	2303	9
scaffold_11136	2304	9
scaffold_11136	2305	9
scaffold_11136	2306	8
scaffold_11136	2307	8
scaffold_11136	2308	8
scaffold_11136	2309	8
scaffold_11136	2310	8
scaffold_11136	2311	8
scaffold_11136	2312	8
scaffold_11136	2313	8
scaffold_11136	2314	8
scaffold_11136	2315	8
scaffold_11136	2316	8
scaffold_11136	2317	8
scaffold_11136	2318	8
scaffold_11136	2319	8
scaffold_11136	2320	8
scaffold_11136	2321	8
scaffold_11136	2322	8
scaffold_11136	2323	8
scaffold_11136	2324	8
scaffold_11136	2325	8
scaffold_11136	2326	8
scaffold_11136	2327	8
scaffold_11136	2328	8
scaffold_11136	2329	8
scaffold_11136	2330	8
scaffold_11136	2331	8
scaffold_11136	2332	8
scaffold_11136	2333	8
scaffold_11136	2334	8
scaffold_11136	2335	8
scaffold_11136	2336	8
scaffold_11136	2337	8
scaffold_11136	2338	8
scaffold_11136	2339	8
scaffold_11136	2340	9
scaffold_11136	2341	9
scaffold_11136	2342	9
scaffold_11136	2343	9
scaffold_11136	2344	8
scaffold_11136	2345	8
scaffold_11136	2346	8
scaffold_11136	2347	7
scaffold_11136	2348	7
scaffold_11136	2349	7
scaffold_11136	2350	7
scaffold_11136	2351	8
scaffold_11136	2352	8
scaffold_11136	2353	8
scaffold_11136	2354	8
scaffold_11136	2355	8
scaffold_11136	2356	7
scaffold_11136	2357	7
scaffold_11136	2358	7
scaffold_11136	2359	7
scaffold_11136	2360	7
scaffold_11136	2361	7
scaffold_11136	2362	7
scaffold_11136	2363	7
scaffold_11136	2364	7
scaffold_11136	2365	7
scaffold_11136	2366	8
scaffold_11136	2367	8
scaffold_11136	2368	8
scaffold_11136	2369	8
scaffold_11136	2370	8
scaffold_11136	2371	8
scaffold_11136	2372	8
scaffold_11136	2373	8
scaffold_11136	2374	8
scaffold_11136	2375	8
scaffold_11136	2376	8
scaffold_11136	2377	8
scaffold_11136	2378	8
scaffold_11136	2379	8
scaffold_11136	2380	8
scaffold_11136	2381	8
scaffold_11136	2382	8
scaffold_11136	2383	8
scaffold_11136	2384	8
scaffold_11136	2385	8
scaffold_11136	2386	8
scaffold_11136	2387	8
scaffold_11136	2388	8
scaffold_11136	2389	8
scaffold_11136	2390	8
scaffold_11136	2391	8
scaffold_11136	2392	8
scaffold_11136	2393	9
scaffold_11136	2394	9
scaffold_11136	2395	9
scaffold_11136	2396	9
scaffold_11136	2397	9
scaffold_11136	2398	8
scaffold_11136	2399	8
scaffold_11136	2400	8
scaffold_11136	2401	8
scaffold_11136	2402	8
scaffold_11136	2403	8
scaffold_11136	2404	8
scaffold_11136	2405	8
scaffold_11136	2406	8
scaffold_11136	2407	8
scaffold_11136	2408	8
scaffold_11136	2409	8
scaffold_11136	2410	8
scaffold_11136	2411	8
scaffold_11136	2412	8
scaffold_11136	2413	8
scaffold_11136	2414	8
scaffold_11136	2415	8
scaffold_11136	2416	8
scaffold_11136	2417	8
scaffold_11136	2418	8
scaffold_11136	2419	6
scaffold_11136	2420	6
scaffold_11136	2421	5
scaffold_11136	2422	5
scaffold_11136	2423	5
scaffold_11136	2424	5
scaffold_11136	2425	5
scaffold_11136	2426	4
scaffold_11136	2427	4
scaffold_11136	2428	4
scaffold_11136	2429	4
scaffold_11136	2430	4
scaffold_11136	2431	4
scaffold_11136	2432	4
scaffold_11136	2433	5
scaffold_11136	2434	5
scaffold_11136	2435	5
scaffold_11136	2436	5
scaffold_11136	2437	5
scaffold_11136	2438	5
scaffold_11136	2439	5
scaffold_11136	2440	5
scaffold_11136	2441	5
scaffold_11136	2442	5
scaffold_11136	2443	5
scaffold_11136	2444	5
scaffold_11136	2445	5
scaffold_11136	2446	5
scaffold_11136	2447	6
scaffold_11136	2448	6
scaffold_11136	2449	6
scaffold_11136	2450	6
scaffold_11136	2451	6
scaffold_11136	2452	6
scaffold_11136	2453	6
scaffold_11136	2454	6
scaffold_11136	2455	6
scaffold_11136	2456	6
scaffold_11136	2457	6
scaffold_11136	2458	7
scaffold_11136	2459	8
scaffold_11136	2460	8
scaffold_11136	2461	8
scaffold_11136	2462	11
scaffold_11136	2463	11
scaffold_11136	2464	11
scaffold_11136	2465	11
scaffold_11136	2466	11
scaffold_11136	2467	11
scaffold_11136	2468	12
scaffold_11136	2469	12
scaffold_11136	2470	11
scaffold_11136	2471	11
scaffold_11136	2472	11
scaffold_11136	2473	11
scaffold_11136	2474	11
scaffold_11136	2475	11
scaffold_11136	2476	12
scaffold_11136	2477	12
scaffold_11136	2478	12
scaffold_11136	2479	12
scaffold_11136	2480	12
scaffold_11136	2481	12
scaffold_11136	2482	11
scaffold_11136	2483	11
scaffold_11136	2484	11
scaffold_11136	2485	11
scaffold_11136	2486	11
scaffold_11136	2487	11
scaffold_11136	2488	11
scaffold_11136	2489	12
scaffold_11136	2490	13
scaffold_11136	2491	14
scaffold_11136	2492	14
scaffold_11136	2493	14
scaffold_11136	2494	14
scaffold_11136	2495	14
scaffold_11136	2496	14
scaffold_11136	2497	14
scaffold_11136	2498	13
scaffold_11136	2499	13
scaffold_11136	2500	13
scaffold_11136	2501	13
scaffold_11136	2502	13
scaffold_11136	2503	13
scaffold_11136	2504	13
scaffold_11136	2505	13
scaffold_11136	2506	13
scaffold_11136	2507	13
scaffold_11136	2508	13
scaffold_11136	2509	14
scaffold_11136	2510	16
scaffold_11136	2511	16
scaffold_11136	2512	16
scaffold_11136	2513	16
scaffold_11136	2514	16
scaffold_11136	2515	16
scaffold_11136	2516	16
scaffold_11136	2517	16
scaffold_11136	2518	18
scaffold_11136	2519	18
scaffold_11136	2520	18
scaffold_11136	2521	18
scaffold_11136	2522	18
scaffold_11136	2523	18
scaffold_11136	2524	18
scaffold_11136	2525	17
scaffold_11136	2526	17
scaffold_11136	2527	18
scaffold_11136	2528	19
scaffold_11136	2529	19
scaffold_11136	2530	19
scaffold_11136	2531	19
scaffold_11136	2532	19
scaffold_11136	2533	19
scaffold_11136	2534	19
scaffold_11136	2535	19
scaffold_11136	2536	19
scaffold_11136	2537	19
scaffold_11136	2538	19
scaffold_11136	2539	19
scaffold_11136	2540	19
scaffold_11136	2541	19
scaffold_11136	2542	19
scaffold_11136	2543	19
scaffold_11136	2544	19
scaffold_11136	2545	19
scaffold_11136	2546	19
scaffold_11136	2547	19
scaffold_11136	2548	19
scaffold_11136	2549	19
scaffold_11136	2550	19
scaffold_11136	2551	19
scaffold_11136	2552	19
scaffold_11136	2553	19
scaffold_11136	2554	19
scaffold_11136	2555	19
scaffold_11136	2556	19
scaffold_11136	2557	19
scaffold_11136	2558	19
scaffold_11136	2559	19
scaffold_11136	2560	19
scaffold_11136	2561	19
scaffold_11136	2562	19
scaffold_11136	2563	18
scaffold_11136	2564	18
scaffold_11136	2565	18
scaffold_11136	2566	18
scaffold_11136	2567	18
scaffold_11136	2568	18
scaffold_11136	2569	18
scaffold_11136	2570	18
scaffold_11136	2571	18
scaffold_11136	2572	18
scaffold_11136	2573	18
scaffold_11136	2574	19
scaffold_11136	2575	19
scaffold_11136	2576	19
scaffold_11136	2577	19
scaffold_11136	2578	19
scaffold_11136	2579	18
scaffold_11136	2580	18
scaffold_11136	2581	18
scaffold_11136	2582	18
scaffold_11136	2583	17
scaffold_11136	2584	17
scaffold_11136	2585	17
scaffold_11136	2586	17
scaffold_11136	2587	16
scaffold_11136	2588	16
scaffold_11136	2589	16
scaffold_11136	2590	16
scaffold_11136	2591	16
scaffold_11136	2592	16
scaffold_11136	2593	17
scaffold_11136	2594	14
scaffold_11136	2595	14
scaffold_11136	2596	14
scaffold_11136	2597	14
scaffold_11136	2598	14
scaffold_11136	2599	13
scaffold_11136	2600	13
scaffold_11136	2601	13
scaffold_11136	2602	13
scaffold_11136	2603	15
scaffold_11136	2604	15
scaffold_11136	2605	15
scaffold_11136	2606	15
scaffold_11136	2607	15
scaffold_11136	2608	14
scaffold_11136	2609	15
scaffold_11136	2610	15
scaffold_11136	2611	15
scaffold_11136	2612	15
scaffold_11136	2613	15
scaffold_11136	2614	15
scaffold_11136	2615	15
scaffold_11136	2616	15
scaffold_11136	2617	15
scaffold_11136	2618	15
scaffold_11136	2619	16
scaffold_11136	2620	16
scaffold_11136	2621	15
scaffold_11136	2622	15
scaffold_11136	2623	15
scaffold_11136	2624	15
scaffold_11136	2625	15
scaffold_11136	2626	15
scaffold_11136	2627	15
scaffold_11136	2628	16
scaffold_11136	2629	16
scaffold_11136	2630	16
scaffold_11136	2631	16
scaffold_11136	2632	16
scaffold_11136	2633	16
scaffold_11136	2634	14
scaffold_11136	2635	14
scaffold_11136	2636	14
scaffold_11136	2637	14
scaffold_11136	2638	15
scaffold_11136	2639	15
scaffold_11136	2640	14
scaffold_11136	2641	14
scaffold_11136	2642	14
scaffold_11136	2643	14
scaffold_11136	2644	14
scaffold_11136	2645	15
scaffold_11136	2646	15
scaffold_11136	2647	15
scaffold_11136	2648	15
scaffold_11136	2649	15
scaffold_11136	2650	13
scaffold_11136	2651	13
scaffold_11136	2652	13
scaffold_11136	2653	13
scaffold_11136	2654	13
scaffold_11136	2655	13
scaffold_11136	2656	13
scaffold_11136	2657	13
scaffold_11136	2658	12
scaffold_11136	2659	13
scaffold_11136	2660	13
scaffold_11136	2661	13
scaffold_11136	2662	13
scaffold_11136	2663	14
scaffold_11136	2664	14
scaffold_11136	2665	14
scaffold_11136	2666	14
scaffold_11136	2667	14
scaffold_11136	2668	14
scaffold_11136	2669	14
scaffold_11136	2670	14
scaffold_11136	2671	14
scaffold_11136	2672	14
scaffold_11136	2673	14
scaffold_11136	2674	14
scaffold_11136	2675	14
scaffold_11136	2676	14
scaffold_11136	2677	14
scaffold_11136	2678	14
scaffold_11136	2679	14
scaffold_11136	2680	14
scaffold_11136	2681	14
scaffold_11136	2682	14
scaffold_11136	2683	15
scaffold_11136	2684	16
scaffold_11136	2685	16
scaffold_11136	2686	16
scaffold_11136	2687	16
scaffold_11136	2688	16
scaffold_11136	2689	16
scaffold_11136	2690	16
scaffold_11136	2691	16
scaffold_11136	2692	17
scaffold_11136	2693	17
scaffold_11136	2694	18
scaffold_11136	2695	19
scaffold_11136	2696	19
scaffold_11136	2697	19
scaffold_11136	2698	19
scaffold_11136	2699	19
scaffold_11136	2700	19
scaffold_11136	2701	20
scaffold_11136	2702	20
scaffold_11136	2703	20
scaffold_11136	2704	20
scaffold_11136	2705	19
scaffold_11136	2706	19
scaffold_11136	2707	19
scaffold_11136	2708	19
scaffold_11136	2709	19
scaffold_11136	2710	19
scaffold_11136	2711	19
scaffold_11136	2712	19
scaffold_11136	2713	20
scaffold_11136	2714	20
scaffold_11136	2715	20
scaffold_11136	2716	20
scaffold_11136	2717	20
scaffold_11136	2718	20
scaffold_11136	2719	21
scaffold_11136	2720	23
scaffold_11136	2721	23
scaffold_11136	2722	23
scaffold_11136	2723	23
scaffold_11136	2724	22
scaffold_11136	2725	22
scaffold_11136	2726	22
scaffold_11136	2727	22
scaffold_11136	2728	22
scaffold_11136	2729	22
scaffold_11136	2730	22
scaffold_11136	2731	20
scaffold_11136	2732	20
scaffold_11136	2733	19
scaffold_11136	2734	19
scaffold_11136	2735	19
scaffold_11136	2736	19
scaffold_11136	2737	19
scaffold_11136	2738	20
scaffold_11136	2739	20
scaffold_11136	2740	20
scaffold_11136	2741	20
scaffold_11136	2742	21
scaffold_11136	2743	21
scaffold_11136	2744	21
scaffold_11136	2745	21
scaffold_11136	2746	21
scaffold_11136	2747	21
scaffold_11136	2748	19
scaffold_11136	2749	18
scaffold_11136	2750	17
scaffold_11136	2751	17
scaffold_11136	2752	16
scaffold_11136	2753	17
scaffold_11136	2754	17
scaffold_11136	2755	17
scaffold_11136	2756	17
scaffold_11136	2757	17
scaffold_11136	2758	17
scaffold_11136	2759	17
scaffold_11136	2760	17
scaffold_11136	2761	17
scaffold_11136	2762	17
scaffold_11136	2763	17
scaffold_11136	2764	17
scaffold_11136	2765	17
scaffold_11136	2766	17
scaffold_11136	2767	18
scaffold_11136	2768	18
scaffold_11136	2769	18
scaffold_11136	2770	17
scaffold_11136	2771	17
scaffold_11136	2772	17
scaffold_11136	2773	17
scaffold_11136	2774	17
scaffold_11136	2775	17
scaffold_11136	2776	17
scaffold_11136	2777	16
scaffold_11136	2778	16
scaffold_11136	2779	16
scaffold_11136	2780	16
scaffold_11136	2781	16
scaffold_11136	2782	16
scaffold_11136	2783	16
scaffold_11136	2784	16
scaffold_11136	2785	16
scaffold_11136	2786	16
scaffold_11136	2787	16
scaffold_11136	2788	16
scaffold_11136	2789	16
scaffold_11136	2790	16
scaffold_11136	2791	15
scaffold_11136	2792	15
scaffold_11136	2793	15
scaffold_11136	2794	15
scaffold_11136	2795	13
scaffold_11136	2796	13
scaffold_11136	2797	13
scaffold_11136	2798	13
scaffold_11136	2799	13
scaffold_11136	2800	13
scaffold_11136	2801	13
scaffold_11136	2802	13
scaffold_11136	2803	13
scaffold_11136	2804	13
scaffold_11136	2805	13
scaffold_11136	2806	13
scaffold_11136	2807	13
scaffold_11136	2808	13
scaffold_11136	2809	13
scaffold_11136	2810	13
scaffold_11136	2811	13
scaffold_11136	2812	13
scaffold_11136	2813	14
scaffold_11136	2814	12
scaffold_11136	2815	12
scaffold_11136	2816	11
scaffold_11136	2817	11
scaffold_11136	2818	11
scaffold_11136	2819	11
scaffold_11136	2820	11
scaffold_11136	2821	11
scaffold_11136	2822	11
scaffold_11136	2823	11
scaffold_11136	2824	10
scaffold_11136	2825	10
scaffold_11136	2826	8
scaffold_11136	2827	8
scaffold_11136	2828	8
scaffold_11136	2829	8
scaffold_11136	2830	8
scaffold_11136	2831	8
scaffold_11136	2832	8
scaffold_11136	2833	8
scaffold_11136	2834	8
scaffold_11136	2835	8
scaffold_11136	2836	8
scaffold_11136	2837	8
scaffold_11136	2838	8
scaffold_11136	2839	9
scaffold_11136	2840	9
scaffold_11136	2841	9
scaffold_11136	2842	9
scaffold_11136	2843	9
scaffold_11136	2844	9
scaffold_11136	2845	9
scaffold_11136	2846	9
scaffold_11136	2847	8
scaffold_11136	2848	8
scaffold_11136	2849	8
scaffold_11136	2850	8
scaffold_11136	2851	8
scaffold_11136	2852	7
scaffold_11136	2853	7
scaffold_11136	2854	7
scaffold_11136	2855	7
scaffold_11136	2856	7
scaffold_11136	2857	7
scaffold_11136	2858	7
scaffold_11136	2859	7
scaffold_11136	2860	7
scaffold_11136	2861	7
scaffold_11136	2862	7
scaffold_11136	2863	7
scaffold_11136	2864	7
scaffold_11136	2865	7
scaffold_11136	2866	8
scaffold_11136	2867	9
scaffold_11136	2868	8
scaffold_11136	2869	8
scaffold_11136	2870	8
scaffold_11136	2871	8
scaffold_11136	2872	8
scaffold_11136	2873	8
scaffold_11136	2874	8
scaffold_11136	2875	8
scaffold_11136	2876	8
scaffold_11136	2877	8
scaffold_11136	2878	8
scaffold_11136	2879	8
scaffold_11136	2880	8
scaffold_11136	2881	8
scaffold_11136	2882	8
scaffold_11136	2883	8
scaffold_11136	2884	8
scaffold_11136	2885	7
scaffold_11136	2886	7
scaffold_11136	2887	7
scaffold_11136	2888	7
scaffold_11136	2889	7
scaffold_11136	2890	7
scaffold_11136	2891	7
scaffold_11136	2892	7
scaffold_11136	2893	7
scaffold_11136	2894	8
scaffold_11136	2895	8
scaffold_11136	2896	8
scaffold_11136	2897	8
scaffold_11136	2898	7
scaffold_11136	2899	7
scaffold_11136	2900	7
scaffold_11136	2901	7
scaffold_11136	2902	7
scaffold_11136	2903	7
scaffold_11136	2904	7
scaffold_11136	2905	7
scaffold_11136	2906	7
scaffold_11136	2907	7
scaffold_11136	2908	7
scaffold_11136	2909	7
scaffold_11136	2910	7
scaffold_11136	2911	7
scaffold_11136	2912	7
scaffold_11136	2913	7
scaffold_11136	2914	7
scaffold_11136	2915	7
scaffold_11136	2916	7
scaffold_11136	2917	7
scaffold_11136	2918	7
scaffold_11136	2919	7
scaffold_11136	2920	7
scaffold_11136	2921	7
scaffold_11136	2922	7
scaffold_11136	2923	7
scaffold_11136	2924	7
scaffold_11136	2925	7
scaffold_11136	2926	7
scaffold_11136	2927	7
scaffold_11136	2928	7
scaffold_11136	2929	8
scaffold_11136	2930	8
scaffold_11136	2931	8
scaffold_11136	2932	9
scaffold_11136	2933	11
scaffold_11136	2934	11
scaffold_11136	2935	11
scaffold_11136	2936	11
scaffold_11136	2937	11
scaffold_11136	2938	12
scaffold_11136	2939	12
scaffold_11136	2940	12
scaffold_11136	2941	12
scaffold_11136	2942	12
scaffold_11136	2943	12
scaffold_11136	2944	11
scaffold_11136	2945	11
scaffold_11136	2946	11
scaffold_11136	2947	11
scaffold_11136	2948	11
scaffold_11136	2949	11
scaffold_11136	2950	11
scaffold_11136	2951	11
scaffold_11136	2952	11
scaffold_11136	2953	11
scaffold_11136	2954	11
scaffold_11136	2955	11
scaffold_11136	2956	11
scaffold_11136	2957	11
scaffold_11136	2958	11
scaffold_11136	2959	11
scaffold_11136	2960	12
scaffold_11136	2961	12
scaffold_11136	2962	12
scaffold_11136	2963	12
scaffold_11136	2964	12
scaffold_11136	2965	12
scaffold_11136	2966	12
scaffold_11136	2967	12
scaffold_11136	2968	12
scaffold_11136	2969	12
scaffold_11136	2970	11
scaffold_11136	2971	11
scaffold_11136	2972	11
scaffold_11136	2973	12
scaffold_11136	2974	12
scaffold_11136	2975	13
scaffold_11136	2976	13
scaffold_11136	2977	12
scaffold_11136	2978	12
scaffold_11136	2979	12
scaffold_11136	2980	12
scaffold_11136	2981	12
scaffold_11136	2982	12
scaffold_11136	2983	13
scaffold_11136	2984	13
scaffold_11136	2985	13
scaffold_11136	2986	13
scaffold_11136	2987	13
scaffold_11136	2988	13
scaffold_11136	2989	14
scaffold_11136	2990	14
scaffold_11136	2991	14
scaffold_11136	2992	14
scaffold_11136	2993	14
scaffold_11136	2994	15
scaffold_11136	2995	15
scaffold_11136	2996	15
scaffold_11136	2997	14
scaffold_11136	2998	13
scaffold_11136	2999	13
scaffold_11136	3000	13
scaffold_11136	3001	13
scaffold_11136	3002	12
scaffold_11136	3003	13
scaffold_11136	3004	13
scaffold_11136	3005	13
scaffold_11136	3006	13
scaffold_11136	3007	13
scaffold_11136	3008	13
scaffold_11136	3009	13
scaffold_11136	3010	13
scaffold_11136	3011	13
scaffold_11136	3012	13
scaffold_11136	3013	13
scaffold_11136	3014	13
scaffold_11136	3015	13
scaffold_11136	3016	14
scaffold_11136	3017	14
scaffold_11136	3018	14
scaffold_11136	3019	14
scaffold_11136	3020	13
scaffold_11136	3021	13
scaffold_11136	3022	13
scaffold_11136	3023	13
scaffold_11136	3024	13
scaffold_11136	3025	12
scaffold_11136	3026	12
scaffold_11136	3027	12
scaffold_11136	3028	12
scaffold_11136	3029	12
scaffold_11136	3030	12
scaffold_11136	3031	12
scaffold_11136	3032	12
scaffold_11136	3033	12
scaffold_11136	3034	12
scaffold_11136	3035	12
scaffold_11136	3036	12
scaffold_11136	3037	12
scaffold_11136	3038	11
scaffold_11136	3039	11
scaffold_11136	3040	11
scaffold_11136	3041	11
scaffold_11136	3042	11
scaffold_11136	3043	11
scaffold_11136	3044	11
scaffold_11136	3045	11
scaffold_11136	3046	11
scaffold_11136	3047	11
scaffold_11136	3048	11
scaffold_11136	3049	11
scaffold_11136	3050	11
scaffold_11136	3051	11
scaffold_11136	3052	11
scaffold_11136	3053	11
scaffold_11136	3054	11
scaffold_11136	3055	11
scaffold_11136	3056	11
scaffold_11136	3057	11
scaffold_11136	3058	11
scaffold_11136	3059	11
scaffold_11136	3060	10
scaffold_11136	3061	9
scaffold_11136	3062	9
scaffold_11136	3063	9
scaffold_11136	3064	9
scaffold_11136	3065	6
scaffold_11136	3066	6
scaffold_11136	3067	6
scaffold_11136	3068	6
scaffold_11136	3069	6
scaffold_11136	3070	6
scaffold_11136	3071	6
scaffold_11136	3072	6
scaffold_11136	3073	5
scaffold_11136	3074	5
scaffold_11136	3075	5
scaffold_11136	3076	6
scaffold_11136	3077	6
scaffold_11136	3078	6
scaffold_11136	3079	6
scaffold_11136	3080	6
scaffold_11136	3081	6
scaffold_11136	3082	6
scaffold_11136	3083	6
scaffold_11136	3084	6
scaffold_11136	3085	6
scaffold_11136	3086	6
scaffold_11136	3087	6
scaffold_11136	3088	6
scaffold_11136	3089	5
scaffold_11136	3090	4
scaffold_11136	3091	4
scaffold_11136	3092	4
scaffold_11136	3093	4
scaffold_11136	3094	4
scaffold_11136	3095	4
scaffold_11136	3096	4
scaffold_11136	3097	4
scaffold_11136	3098	4
scaffold_11136	3099	5
scaffold_11136	3100	5
scaffold_11136	3101	5
scaffold_11136	3102	5
scaffold_11136	3103	5
scaffold_11136	3104	5
scaffold_11136	3105	5
scaffold_11136	3106	5
scaffold_11136	3107	5
scaffold_11136	3108	5
scaffold_11136	3109	5
scaffold_11136	3110	5
scaffold_11136	3111	5
scaffold_11136	3112	5
scaffold_11136	3113	5
scaffold_11136	3114	6
scaffold_11136	3115	5
scaffold_11136	3116	5
scaffold_11136	3117	5
scaffold_11136	3118	5
scaffold_11136	3119	5
scaffold_11136	3120	5
scaffold_11136	3121	5
scaffold_11136	3122	5
scaffold_11136	3123	5
scaffold_11136	3124	5
scaffold_11136	3125	5
scaffold_11136	3126	5
scaffold_11136	3127	5
scaffold_11136	3128	5
scaffold_11136	3129	5
scaffold_11136	3130	5
scaffold_11136	3131	5
scaffold_11136	3132	5
scaffold_11136	3133	5
scaffold_11136	3134	5
scaffold_11136	3135	4
scaffold_11136	3136	4
scaffold_11136	3137	4
scaffold_11136	3138	4
scaffold_11136	3139	4
scaffold_11136	3140	4
scaffold_11136	3141	4
scaffold_11136	3142	5
scaffold_11136	3143	5
scaffold_11136	3144	5
scaffold_11136	3145	5
scaffold_11136	3146	5
scaffold_11136	3147	5
scaffold_11136	3148	4
scaffold_11136	3149	4
scaffold_11136	3150	4
scaffold_11136	3151	4
scaffold_11136	3152	4
scaffold_11136	3153	4
scaffold_11136	3154	4
scaffold_11136	3155	4
scaffold_11136	3156	4
scaffold_11136	3157	4
scaffold_11136	3158	4
scaffold_11136	3159	4
scaffold_11136	3160	4
scaffold_11136	3161	4
scaffold_11136	3162	4
scaffold_11136	3163	3
scaffold_11136	3164	3
scaffold_11136	3165	3
scaffold_11136	3166	3
scaffold_11136	3167	3
scaffold_11136	3168	3
scaffold_11136	3169	3
scaffold_11136	3170	3
scaffold_11136	3171	3
scaffold_11136	3172	3
scaffold_11136	3173	3
scaffold_11136	3174	3
scaffold_11136	3175	3
scaffold_11136	3176	3
scaffold_11136	3177	3
scaffold_11136	3178	3
scaffold_11136	3179	3
scaffold_11136	3180	3
scaffold_11136	3181	3
scaffold_11136	3182	3
scaffold_11136	3183	3
scaffold_11136	3184	3
scaffold_11136	3185	3
scaffold_11136	3186	3
scaffold_11136	3187	3
scaffold_11136	3188	3
scaffold_11136	3189	3
scaffold_11136	3190	3
scaffold_11136	3191	3
scaffold_11136	3192	3
scaffold_11136	3193	4
scaffold_11136	3194	4
scaffold_11136	3195	4
scaffold_11136	3196	4
scaffold_11136	3197	4
scaffold_11136	3198	4
scaffold_11136	3199	4
scaffold_11136	3200	4
scaffold_11136	3201	4
scaffold_11136	3202	4
scaffold_11136	3203	4
scaffold_11136	3204	4
scaffold_11136	3205	4
scaffold_11136	3206	4
scaffold_11136	3207	4
scaffold_11136	3208	4
scaffold_11136	3209	4
scaffold_11136	3210	4
scaffold_11136	3211	4
scaffold_11136	3212	4
scaffold_11136	3213	4
scaffold_11136	3214	4
scaffold_11136	3215	4
scaffold_11136	3216	4
scaffold_11136	3217	4
scaffold_11136	3218	4
scaffold_11136	3219	4
scaffold_11136	3220	4
scaffold_11136	3221	4
scaffold_11136	3222	4
scaffold_11136	3223	4
scaffold_11136	3224	4
scaffold_11136	3225	4
scaffold_11136	3226	4
scaffold_11136	3227	4
scaffold_11136	3228	4
scaffold_11136	3229	4
scaffold_11136	3230	4
scaffold_11136	3231	3
scaffold_11136	3232	3
scaffold_11136	3233	3
scaffold_11136	3234	3
scaffold_11136	3235	3
scaffold_11136	3236	3
scaffold_11136	3237	3
scaffold_11136	3238	3
scaffold_11136	3239	3
scaffold_11136	3240	3
scaffold_11136	3241	3
scaffold_11136	3242	3
scaffold_11136	3243	3
scaffold_11136	3244	3
scaffold_11136	3245	2
scaffold_11136	3246	2
scaffold_11136	3247	2
scaffold_11136	3248	2
scaffold_11136	3249	3
scaffold_11136	3250	3
scaffold_11136	3251	3
scaffold_11136	3252	3
scaffold_11136	3253	3
scaffold_11136	3254	4
scaffold_11136	3255	4
scaffold_11136	3256	4
scaffold_11136	3257	4
scaffold_11136	3258	4
scaffold_11136	3259	4
scaffold_11136	3260	4
scaffold_11136	3261	4
scaffold_11136	3262	4
scaffold_11136	3263	4
scaffold_11136	3264	4
scaffold_11136	3265	4
scaffold_11136	3266	4
scaffold_11136	3267	4
scaffold_11136	3268	5
scaffold_11136	3269	5
scaffold_11136	3270	5
scaffold_11136	3271	5
scaffold_11136	3272	4
scaffold_11136	3273	5
scaffold_11136	3274	5
scaffold_11136	3275	5
scaffold_11136	3276	5
scaffold_11136	3277	5
scaffold_11136	3278	5
scaffold_11136	3279	5
scaffold_11136	3280	5
scaffold_11136	3281	6
scaffold_11136	3282	6
scaffold_11136	3283	6
scaffold_11136	3284	6
scaffold_11136	3285	6
scaffold_11136	3286	6
scaffold_11136	3287	6
scaffold_11136	3288	6
scaffold_11136	3289	6
scaffold_11136	3290	5
scaffold_11136	3291	5
scaffold_11136	3292	5
scaffold_11136	3293	5
scaffold_11136	3294	5
scaffold_11136	3295	5
scaffold_11136	3296	5
scaffold_11136	3297	5
scaffold_11136	3298	5
scaffold_11136	3299	5
scaffold_11136	3300	5
scaffold_11136	3301	5
scaffold_11136	3302	6
scaffold_11136	3303	6
scaffold_11136	3304	7
